PPA,Date,Date published,Status,Arch,Ubuntu version,Package name,Package version,Download count
"js-reynaud/kicad-dev-nightly","2020-12-01","2020-12-01 17:35:49.177979+00:00","Superseded","amd64","bionic","kicad-nightly","202012011519+308ab8caf~106~ubuntu18.04.1",2
"js-reynaud/kicad-dev-nightly","2020-12-01","2020-12-01 17:35:49.177979+00:00","Superseded","amd64","bionic","kicad-nightly-dbg","202012011519+308ab8caf~106~ubuntu18.04.1",1
"js-reynaud/kicad-dev-nightly","2020-12-01","2020-12-01 17:35:49.177979+00:00","Superseded","amd64","bionic","kicad-nightly-demos","202012011519+308ab8caf~106~ubuntu18.04.1",2
"js-reynaud/kicad-dev-nightly","2020-12-01","2020-12-01 17:35:49.177979+00:00","Superseded","arm64","bionic","kicad-nightly-demos","202012011519+308ab8caf~106~ubuntu18.04.1",2
"js-reynaud/kicad-dev-nightly","2020-12-01","2020-12-01 17:35:49.177979+00:00","Superseded","armhf","bionic","kicad-nightly-demos","202012011519+308ab8caf~106~ubuntu18.04.1",2
"js-reynaud/kicad-dev-nightly","2020-12-01","2020-12-01 17:35:49.177979+00:00","Superseded","i386","bionic","kicad-nightly-demos","202012011519+308ab8caf~106~ubuntu18.04.1",2
"js-reynaud/kicad-dev-nightly","2020-12-01","2020-12-01 17:35:49.177979+00:00","Superseded","ppc64el","bionic","kicad-nightly-demos","202012011519+308ab8caf~106~ubuntu18.04.1",2
"js-reynaud/kicad-dev-nightly","2020-12-01","2020-12-01 17:35:49.177979+00:00","Superseded","s390x","bionic","kicad-nightly-demos","202012011519+308ab8caf~106~ubuntu18.04.1",2
"js-reynaud/kicad-dev-nightly","2020-12-01","2020-12-01 19:49:23.573542+00:00","Superseded","amd64","focal","kicad-nightly","202012011520+308ab8caf~106~ubuntu20.04.1",5
"js-reynaud/kicad-dev-nightly","2020-12-01","2020-12-01 19:49:23.573542+00:00","Superseded","amd64","focal","kicad-nightly-demos","202012011520+308ab8caf~106~ubuntu20.04.1",6
"js-reynaud/kicad-dev-nightly","2020-12-01","2020-12-01 19:49:23.573542+00:00","Superseded","arm64","focal","kicad-nightly-demos","202012011520+308ab8caf~106~ubuntu20.04.1",6
"js-reynaud/kicad-dev-nightly","2020-12-01","2020-12-01 19:49:23.573542+00:00","Superseded","armhf","focal","kicad-nightly-demos","202012011520+308ab8caf~106~ubuntu20.04.1",6
"js-reynaud/kicad-dev-nightly","2020-12-01","2020-12-01 19:49:23.573542+00:00","Superseded","i386","focal","kicad-nightly-demos","202012011520+308ab8caf~106~ubuntu20.04.1",6
"js-reynaud/kicad-dev-nightly","2020-12-01","2020-12-01 19:49:23.573542+00:00","Superseded","ppc64el","focal","kicad-nightly-demos","202012011520+308ab8caf~106~ubuntu20.04.1",6
"js-reynaud/kicad-dev-nightly","2020-12-01","2020-12-01 19:49:23.573542+00:00","Superseded","riscv64","focal","kicad-nightly-demos","202012011520+308ab8caf~106~ubuntu20.04.1",6
"js-reynaud/kicad-dev-nightly","2020-12-01","2020-12-01 19:49:23.573542+00:00","Superseded","s390x","focal","kicad-nightly-demos","202012011520+308ab8caf~106~ubuntu20.04.1",6
"js-reynaud/kicad-dev-nightly","2020-12-02","2020-12-02 19:08:50.968009+00:00","Superseded","amd64","bionic","kicad-nightly","202012021615+71ab42e60~106~ubuntu18.04.1",1
"js-reynaud/kicad-dev-nightly","2020-12-02","2020-12-02 19:08:50.968009+00:00","Superseded","amd64","bionic","kicad-nightly-demos","202012021615+71ab42e60~106~ubuntu18.04.1",1
"js-reynaud/kicad-dev-nightly","2020-12-02","2020-12-02 19:08:50.968009+00:00","Superseded","arm64","bionic","kicad-nightly-demos","202012021615+71ab42e60~106~ubuntu18.04.1",1
"js-reynaud/kicad-dev-nightly","2020-12-02","2020-12-02 19:08:50.968009+00:00","Superseded","armhf","bionic","kicad-nightly-demos","202012021615+71ab42e60~106~ubuntu18.04.1",1
"js-reynaud/kicad-dev-nightly","2020-12-02","2020-12-02 19:08:50.968009+00:00","Superseded","i386","bionic","kicad-nightly-demos","202012021615+71ab42e60~106~ubuntu18.04.1",1
