PPA,Date,Date published,Status,Arch,Ubuntu version,Package name,Package version,Download count,Short version
"js-reynaud/kicad-dev-nightly","2022-12-01","2022-12-01 19:51:26.138167+00:00","Superseded","amd64","focal","kicad-nightly-footprints","202212011916+59572aecc~14~ubuntu20.04.1",1,"202212011916"
"js-reynaud/kicad-dev-nightly","2022-12-01","2022-12-01 19:51:26.138167+00:00","Superseded","arm64","focal","kicad-nightly-footprints","202212011916+59572aecc~14~ubuntu20.04.1",1,"202212011916"
"js-reynaud/kicad-dev-nightly","2022-12-01","2022-12-01 19:51:26.138167+00:00","Superseded","armhf","focal","kicad-nightly-footprints","202212011916+59572aecc~14~ubuntu20.04.1",1,"202212011916"
"js-reynaud/kicad-dev-nightly","2022-12-01","2022-12-01 19:51:26.138167+00:00","Superseded","i386","focal","kicad-nightly-footprints","202212011916+59572aecc~14~ubuntu20.04.1",1,"202212011916"
"js-reynaud/kicad-dev-nightly","2022-12-01","2022-12-01 19:51:26.138167+00:00","Superseded","ppc64el","focal","kicad-nightly-footprints","202212011916+59572aecc~14~ubuntu20.04.1",1,"202212011916"
"js-reynaud/kicad-dev-nightly","2022-12-01","2022-12-01 19:51:26.138167+00:00","Superseded","riscv64","focal","kicad-nightly-footprints","202212011916+59572aecc~14~ubuntu20.04.1",1,"202212011916"
"js-reynaud/kicad-dev-nightly","2022-12-01","2022-12-01 19:51:26.138167+00:00","Superseded","s390x","focal","kicad-nightly-footprints","202212011916+59572aecc~14~ubuntu20.04.1",1,"202212011916"
"js-reynaud/kicad-dev-nightly","2022-12-03","2022-12-03 19:45:29.009353+00:00","Superseded","amd64","focal","kicad-nightly-footprints","202212031916+8630406c9~14~ubuntu20.04.1",1,"202212031916"
"js-reynaud/kicad-dev-nightly","2022-12-03","2022-12-03 19:45:29.009353+00:00","Superseded","arm64","focal","kicad-nightly-footprints","202212031916+8630406c9~14~ubuntu20.04.1",1,"202212031916"
"js-reynaud/kicad-dev-nightly","2022-12-03","2022-12-03 19:45:29.009353+00:00","Superseded","armhf","focal","kicad-nightly-footprints","202212031916+8630406c9~14~ubuntu20.04.1",1,"202212031916"
"js-reynaud/kicad-dev-nightly","2022-12-03","2022-12-03 19:45:29.009353+00:00","Superseded","i386","focal","kicad-nightly-footprints","202212031916+8630406c9~14~ubuntu20.04.1",1,"202212031916"
"js-reynaud/kicad-dev-nightly","2022-12-03","2022-12-03 19:45:29.009353+00:00","Superseded","ppc64el","focal","kicad-nightly-footprints","202212031916+8630406c9~14~ubuntu20.04.1",1,"202212031916"
"js-reynaud/kicad-dev-nightly","2022-12-03","2022-12-03 19:45:29.009353+00:00","Superseded","riscv64","focal","kicad-nightly-footprints","202212031916+8630406c9~14~ubuntu20.04.1",1,"202212031916"
"js-reynaud/kicad-dev-nightly","2022-12-03","2022-12-03 19:45:29.009353+00:00","Superseded","s390x","focal","kicad-nightly-footprints","202212031916+8630406c9~14~ubuntu20.04.1",1,"202212031916"
"js-reynaud/kicad-dev-nightly","2022-12-08","2022-12-08 19:48:46.748091+00:00","Superseded","amd64","focal","kicad-nightly-footprints","202212081917+db442b3e6~14~ubuntu20.04.1",1,"202212081917"
"js-reynaud/kicad-dev-nightly","2022-12-08","2022-12-08 19:48:46.748091+00:00","Superseded","arm64","focal","kicad-nightly-footprints","202212081917+db442b3e6~14~ubuntu20.04.1",1,"202212081917"
"js-reynaud/kicad-dev-nightly","2022-12-08","2022-12-08 19:48:46.748091+00:00","Superseded","armhf","focal","kicad-nightly-footprints","202212081917+db442b3e6~14~ubuntu20.04.1",1,"202212081917"
"js-reynaud/kicad-dev-nightly","2022-12-08","2022-12-08 19:48:46.748091+00:00","Superseded","i386","focal","kicad-nightly-footprints","202212081917+db442b3e6~14~ubuntu20.04.1",1,"202212081917"
"js-reynaud/kicad-dev-nightly","2022-12-08","2022-12-08 19:48:46.748091+00:00","Superseded","ppc64el","focal","kicad-nightly-footprints","202212081917+db442b3e6~14~ubuntu20.04.1",1,"202212081917"
"js-reynaud/kicad-dev-nightly","2022-12-08","2022-12-08 19:48:46.748091+00:00","Superseded","riscv64","focal","kicad-nightly-footprints","202212081917+db442b3e6~14~ubuntu20.04.1",1,"202212081917"
"js-reynaud/kicad-dev-nightly","2022-12-08","2022-12-08 19:48:46.748091+00:00","Superseded","s390x","focal","kicad-nightly-footprints","202212081917+db442b3e6~14~ubuntu20.04.1",1,"202212081917"
"js-reynaud/ppa-kicad","2022-12-01","2022-12-01 04:51:04.712518+00:00","Published","amd64","focal","kicad-doc-de","202212010416+1912~30~ubuntu20.04.1",2,"202212010416"
"js-reynaud/ppa-kicad","2022-12-01","2022-12-01 04:51:04.712518+00:00","Published","amd64","focal","kicad-doc-en","202212010416+1912~30~ubuntu20.04.1",12,"202212010416"
"js-reynaud/ppa-kicad","2022-12-01","2022-12-01 04:51:04.712518+00:00","Published","amd64","focal","kicad-doc-it","202212010416+1912~30~ubuntu20.04.1",1,"202212010416"
"js-reynaud/ppa-kicad","2022-12-01","2022-12-01 04:51:04.712518+00:00","Published","arm64","focal","kicad-doc-de","202212010416+1912~30~ubuntu20.04.1",2,"202212010416"
"js-reynaud/ppa-kicad","2022-12-01","2022-12-01 04:51:04.712518+00:00","Published","arm64","focal","kicad-doc-en","202212010416+1912~30~ubuntu20.04.1",12,"202212010416"
"js-reynaud/ppa-kicad","2022-12-01","2022-12-01 04:51:04.712518+00:00","Published","arm64","focal","kicad-doc-it","202212010416+1912~30~ubuntu20.04.1",1,"202212010416"
"js-reynaud/ppa-kicad","2022-12-01","2022-12-01 04:51:04.712518+00:00","Published","armhf","focal","kicad-doc-de","202212010416+1912~30~ubuntu20.04.1",2,"202212010416"
"js-reynaud/ppa-kicad","2022-12-01","2022-12-01 04:51:04.712518+00:00","Published","armhf","focal","kicad-doc-en","202212010416+1912~30~ubuntu20.04.1",12,"202212010416"
"js-reynaud/ppa-kicad","2022-12-01","2022-12-01 04:51:04.712518+00:00","Published","armhf","focal","kicad-doc-it","202212010416+1912~30~ubuntu20.04.1",1,"202212010416"
"js-reynaud/ppa-kicad","2022-12-01","2022-12-01 04:51:04.712518+00:00","Published","i386","focal","kicad-doc-de","202212010416+1912~30~ubuntu20.04.1",2,"202212010416"
"js-reynaud/ppa-kicad","2022-12-01","2022-12-01 04:51:04.712518+00:00","Published","i386","focal","kicad-doc-en","202212010416+1912~30~ubuntu20.04.1",12,"202212010416"
"js-reynaud/ppa-kicad","2022-12-01","2022-12-01 04:51:04.712518+00:00","Published","i386","focal","kicad-doc-it","202212010416+1912~30~ubuntu20.04.1",1,"202212010416"
"js-reynaud/ppa-kicad","2022-12-01","2022-12-01 04:51:04.712518+00:00","Published","ppc64el","focal","kicad-doc-de","202212010416+1912~30~ubuntu20.04.1",2,"202212010416"
"js-reynaud/ppa-kicad","2022-12-01","2022-12-01 04:51:04.712518+00:00","Published","ppc64el","focal","kicad-doc-en","202212010416+1912~30~ubuntu20.04.1",12,"202212010416"
"js-reynaud/ppa-kicad","2022-12-01","2022-12-01 04:51:04.712518+00:00","Published","ppc64el","focal","kicad-doc-it","202212010416+1912~30~ubuntu20.04.1",1,"202212010416"
"js-reynaud/ppa-kicad","2022-12-01","2022-12-01 04:51:04.712518+00:00","Published","riscv64","focal","kicad-doc-de","202212010416+1912~30~ubuntu20.04.1",2,"202212010416"
"js-reynaud/ppa-kicad","2022-12-01","2022-12-01 04:51:04.712518+00:00","Published","riscv64","focal","kicad-doc-en","202212010416+1912~30~ubuntu20.04.1",12,"202212010416"
"js-reynaud/ppa-kicad","2022-12-01","2022-12-01 04:51:04.712518+00:00","Published","riscv64","focal","kicad-doc-it","202212010416+1912~30~ubuntu20.04.1",1,"202212010416"
"js-reynaud/ppa-kicad","2022-12-01","2022-12-01 04:51:04.712518+00:00","Published","s390x","focal","kicad-doc-de","202212010416+1912~30~ubuntu20.04.1",2,"202212010416"
"js-reynaud/ppa-kicad","2022-12-01","2022-12-01 04:51:04.712518+00:00","Published","s390x","focal","kicad-doc-en","202212010416+1912~30~ubuntu20.04.1",12,"202212010416"
"js-reynaud/ppa-kicad","2022-12-01","2022-12-01 04:51:04.712518+00:00","Published","s390x","focal","kicad-doc-it","202212010416+1912~30~ubuntu20.04.1",1,"202212010416"
"js-reynaud/ppa-kicad","2022-12-03","2022-12-03 19:40:35.762736+00:00","Superseded","amd64","focal","kicad-footprints","202212031916+8630406c9~11~ubuntu20.04.1",1,"202212031916"
"js-reynaud/ppa-kicad","2022-12-03","2022-12-03 19:40:35.762736+00:00","Superseded","arm64","focal","kicad-footprints","202212031916+8630406c9~11~ubuntu20.04.1",1,"202212031916"
"js-reynaud/ppa-kicad","2022-12-03","2022-12-03 19:40:35.762736+00:00","Superseded","armhf","focal","kicad-footprints","202212031916+8630406c9~11~ubuntu20.04.1",1,"202212031916"
"js-reynaud/ppa-kicad","2022-12-03","2022-12-03 19:40:35.762736+00:00","Superseded","i386","focal","kicad-footprints","202212031916+8630406c9~11~ubuntu20.04.1",1,"202212031916"
"js-reynaud/ppa-kicad","2022-12-03","2022-12-03 19:40:35.762736+00:00","Superseded","ppc64el","focal","kicad-footprints","202212031916+8630406c9~11~ubuntu20.04.1",1,"202212031916"
"js-reynaud/ppa-kicad","2022-12-03","2022-12-03 19:40:35.762736+00:00","Superseded","riscv64","focal","kicad-footprints","202212031916+8630406c9~11~ubuntu20.04.1",1,"202212031916"
"js-reynaud/ppa-kicad","2022-12-03","2022-12-03 19:40:35.762736+00:00","Superseded","s390x","focal","kicad-footprints","202212031916+8630406c9~11~ubuntu20.04.1",1,"202212031916"
"js-reynaud/ppa-kicad","2022-12-06","2022-12-06 05:11:46.792768+00:00","Superseded","amd64","focal","kicad-doc-de","202212060416+1915~30~ubuntu20.04.1",2,"202212060416"
"js-reynaud/ppa-kicad","2022-12-06","2022-12-06 05:11:46.792768+00:00","Superseded","amd64","focal","kicad-doc-en","202212060416+1915~30~ubuntu20.04.1",7,"202212060416"
"js-reynaud/ppa-kicad","2022-12-06","2022-12-06 05:11:46.792768+00:00","Superseded","amd64","focal","kicad-doc-fr","202212060416+1915~30~ubuntu20.04.1",2,"202212060416"
"js-reynaud/ppa-kicad","2022-12-06","2022-12-06 05:11:46.792768+00:00","Superseded","arm64","focal","kicad-doc-de","202212060416+1915~30~ubuntu20.04.1",2,"202212060416"
"js-reynaud/ppa-kicad","2022-12-06","2022-12-06 05:11:46.792768+00:00","Superseded","arm64","focal","kicad-doc-en","202212060416+1915~30~ubuntu20.04.1",7,"202212060416"
"js-reynaud/ppa-kicad","2022-12-06","2022-12-06 05:11:46.792768+00:00","Superseded","arm64","focal","kicad-doc-fr","202212060416+1915~30~ubuntu20.04.1",2,"202212060416"
"js-reynaud/ppa-kicad","2022-12-06","2022-12-06 05:11:46.792768+00:00","Superseded","armhf","focal","kicad-doc-de","202212060416+1915~30~ubuntu20.04.1",2,"202212060416"
"js-reynaud/ppa-kicad","2022-12-06","2022-12-06 05:11:46.792768+00:00","Superseded","armhf","focal","kicad-doc-en","202212060416+1915~30~ubuntu20.04.1",7,"202212060416"
"js-reynaud/ppa-kicad","2022-12-06","2022-12-06 05:11:46.792768+00:00","Superseded","armhf","focal","kicad-doc-fr","202212060416+1915~30~ubuntu20.04.1",2,"202212060416"
"js-reynaud/ppa-kicad","2022-12-06","2022-12-06 05:11:46.792768+00:00","Superseded","i386","focal","kicad-doc-de","202212060416+1915~30~ubuntu20.04.1",2,"202212060416"
"js-reynaud/ppa-kicad","2022-12-06","2022-12-06 05:11:46.792768+00:00","Superseded","i386","focal","kicad-doc-en","202212060416+1915~30~ubuntu20.04.1",7,"202212060416"
"js-reynaud/ppa-kicad","2022-12-06","2022-12-06 05:11:46.792768+00:00","Superseded","i386","focal","kicad-doc-fr","202212060416+1915~30~ubuntu20.04.1",2,"202212060416"
"js-reynaud/ppa-kicad","2022-12-06","2022-12-06 05:11:46.792768+00:00","Superseded","ppc64el","focal","kicad-doc-de","202212060416+1915~30~ubuntu20.04.1",2,"202212060416"
"js-reynaud/ppa-kicad","2022-12-06","2022-12-06 05:11:46.792768+00:00","Superseded","ppc64el","focal","kicad-doc-en","202212060416+1915~30~ubuntu20.04.1",7,"202212060416"
"js-reynaud/ppa-kicad","2022-12-06","2022-12-06 05:11:46.792768+00:00","Superseded","ppc64el","focal","kicad-doc-fr","202212060416+1915~30~ubuntu20.04.1",2,"202212060416"
"js-reynaud/ppa-kicad","2022-12-06","2022-12-06 05:11:46.792768+00:00","Superseded","riscv64","focal","kicad-doc-de","202212060416+1915~30~ubuntu20.04.1",2,"202212060416"
"js-reynaud/ppa-kicad","2022-12-06","2022-12-06 05:11:46.792768+00:00","Superseded","riscv64","focal","kicad-doc-en","202212060416+1915~30~ubuntu20.04.1",7,"202212060416"
"js-reynaud/ppa-kicad","2022-12-06","2022-12-06 05:11:46.792768+00:00","Superseded","riscv64","focal","kicad-doc-fr","202212060416+1915~30~ubuntu20.04.1",2,"202212060416"
"js-reynaud/ppa-kicad","2022-12-06","2022-12-06 05:11:46.792768+00:00","Superseded","s390x","focal","kicad-doc-de","202212060416+1915~30~ubuntu20.04.1",2,"202212060416"
"js-reynaud/ppa-kicad","2022-12-06","2022-12-06 05:11:46.792768+00:00","Superseded","s390x","focal","kicad-doc-en","202212060416+1915~30~ubuntu20.04.1",7,"202212060416"
"js-reynaud/ppa-kicad","2022-12-06","2022-12-06 05:11:46.792768+00:00","Superseded","s390x","focal","kicad-doc-fr","202212060416+1915~30~ubuntu20.04.1",2,"202212060416"
"js-reynaud/ppa-kicad","2022-12-08","2022-12-08 04:43:02.697574+00:00","Superseded","amd64","focal","kicad-doc-de","202212080416+1916~30~ubuntu20.04.1",2,"202212080416"
"js-reynaud/ppa-kicad","2022-12-08","2022-12-08 04:43:02.697574+00:00","Superseded","amd64","focal","kicad-doc-en","202212080416+1916~30~ubuntu20.04.1",12,"202212080416"
"js-reynaud/ppa-kicad","2022-12-08","2022-12-08 04:43:02.697574+00:00","Superseded","amd64","focal","kicad-doc-fr","202212080416+1916~30~ubuntu20.04.1",3,"202212080416"
"js-reynaud/ppa-kicad","2022-12-08","2022-12-08 04:43:02.697574+00:00","Superseded","amd64","focal","kicad-doc-it","202212080416+1916~30~ubuntu20.04.1",1,"202212080416"
"js-reynaud/ppa-kicad","2022-12-08","2022-12-08 04:43:02.697574+00:00","Superseded","arm64","focal","kicad-doc-de","202212080416+1916~30~ubuntu20.04.1",2,"202212080416"
"js-reynaud/ppa-kicad","2022-12-08","2022-12-08 04:43:02.697574+00:00","Superseded","arm64","focal","kicad-doc-en","202212080416+1916~30~ubuntu20.04.1",12,"202212080416"
"js-reynaud/ppa-kicad","2022-12-08","2022-12-08 04:43:02.697574+00:00","Superseded","arm64","focal","kicad-doc-fr","202212080416+1916~30~ubuntu20.04.1",3,"202212080416"
"js-reynaud/ppa-kicad","2022-12-08","2022-12-08 04:43:02.697574+00:00","Superseded","arm64","focal","kicad-doc-it","202212080416+1916~30~ubuntu20.04.1",1,"202212080416"
"js-reynaud/ppa-kicad","2022-12-08","2022-12-08 04:43:02.697574+00:00","Superseded","armhf","focal","kicad-doc-de","202212080416+1916~30~ubuntu20.04.1",2,"202212080416"
"js-reynaud/ppa-kicad","2022-12-08","2022-12-08 04:43:02.697574+00:00","Superseded","armhf","focal","kicad-doc-en","202212080416+1916~30~ubuntu20.04.1",12,"202212080416"
"js-reynaud/ppa-kicad","2022-12-08","2022-12-08 04:43:02.697574+00:00","Superseded","armhf","focal","kicad-doc-fr","202212080416+1916~30~ubuntu20.04.1",3,"202212080416"
"js-reynaud/ppa-kicad","2022-12-08","2022-12-08 04:43:02.697574+00:00","Superseded","armhf","focal","kicad-doc-it","202212080416+1916~30~ubuntu20.04.1",1,"202212080416"
"js-reynaud/ppa-kicad","2022-12-08","2022-12-08 04:43:02.697574+00:00","Superseded","i386","focal","kicad-doc-de","202212080416+1916~30~ubuntu20.04.1",2,"202212080416"
"js-reynaud/ppa-kicad","2022-12-08","2022-12-08 04:43:02.697574+00:00","Superseded","i386","focal","kicad-doc-en","202212080416+1916~30~ubuntu20.04.1",12,"202212080416"
"js-reynaud/ppa-kicad","2022-12-08","2022-12-08 04:43:02.697574+00:00","Superseded","i386","focal","kicad-doc-fr","202212080416+1916~30~ubuntu20.04.1",3,"202212080416"
"js-reynaud/ppa-kicad","2022-12-08","2022-12-08 04:43:02.697574+00:00","Superseded","i386","focal","kicad-doc-it","202212080416+1916~30~ubuntu20.04.1",1,"202212080416"
"js-reynaud/ppa-kicad","2022-12-08","2022-12-08 04:43:02.697574+00:00","Superseded","ppc64el","focal","kicad-doc-de","202212080416+1916~30~ubuntu20.04.1",2,"202212080416"
"js-reynaud/ppa-kicad","2022-12-08","2022-12-08 04:43:02.697574+00:00","Superseded","ppc64el","focal","kicad-doc-en","202212080416+1916~30~ubuntu20.04.1",12,"202212080416"
"js-reynaud/ppa-kicad","2022-12-08","2022-12-08 04:43:02.697574+00:00","Superseded","ppc64el","focal","kicad-doc-fr","202212080416+1916~30~ubuntu20.04.1",3,"202212080416"
"js-reynaud/ppa-kicad","2022-12-08","2022-12-08 04:43:02.697574+00:00","Superseded","ppc64el","focal","kicad-doc-it","202212080416+1916~30~ubuntu20.04.1",1,"202212080416"
"js-reynaud/ppa-kicad","2022-12-08","2022-12-08 04:43:02.697574+00:00","Superseded","riscv64","focal","kicad-doc-de","202212080416+1916~30~ubuntu20.04.1",2,"202212080416"
"js-reynaud/ppa-kicad","2022-12-08","2022-12-08 04:43:02.697574+00:00","Superseded","riscv64","focal","kicad-doc-en","202212080416+1916~30~ubuntu20.04.1",12,"202212080416"
"js-reynaud/ppa-kicad","2022-12-08","2022-12-08 04:43:02.697574+00:00","Superseded","riscv64","focal","kicad-doc-fr","202212080416+1916~30~ubuntu20.04.1",3,"202212080416"
"js-reynaud/ppa-kicad","2022-12-08","2022-12-08 04:43:02.697574+00:00","Superseded","riscv64","focal","kicad-doc-it","202212080416+1916~30~ubuntu20.04.1",1,"202212080416"
"js-reynaud/ppa-kicad","2022-12-08","2022-12-08 04:43:02.697574+00:00","Superseded","s390x","focal","kicad-doc-de","202212080416+1916~30~ubuntu20.04.1",2,"202212080416"
"js-reynaud/ppa-kicad","2022-12-08","2022-12-08 04:43:02.697574+00:00","Superseded","s390x","focal","kicad-doc-en","202212080416+1916~30~ubuntu20.04.1",12,"202212080416"
"js-reynaud/ppa-kicad","2022-12-08","2022-12-08 04:43:02.697574+00:00","Superseded","s390x","focal","kicad-doc-fr","202212080416+1916~30~ubuntu20.04.1",3,"202212080416"
"js-reynaud/ppa-kicad","2022-12-08","2022-12-08 04:43:02.697574+00:00","Superseded","s390x","focal","kicad-doc-it","202212080416+1916~30~ubuntu20.04.1",1,"202212080416"
"js-reynaud/ppa-kicad","2022-12-08","2022-12-08 19:25:13.788973+00:00","Superseded","amd64","focal","kicad-footprints","202212081916+db442b3e6~11~ubuntu20.04.1",1,"202212081916"
"js-reynaud/ppa-kicad","2022-12-08","2022-12-08 19:25:13.788973+00:00","Superseded","arm64","focal","kicad-footprints","202212081916+db442b3e6~11~ubuntu20.04.1",1,"202212081916"
"js-reynaud/ppa-kicad","2022-12-08","2022-12-08 19:25:13.788973+00:00","Superseded","armhf","focal","kicad-footprints","202212081916+db442b3e6~11~ubuntu20.04.1",1,"202212081916"
"js-reynaud/ppa-kicad","2022-12-08","2022-12-08 19:25:13.788973+00:00","Superseded","i386","focal","kicad-footprints","202212081916+db442b3e6~11~ubuntu20.04.1",1,"202212081916"
"js-reynaud/ppa-kicad","2022-12-08","2022-12-08 19:25:13.788973+00:00","Superseded","ppc64el","focal","kicad-footprints","202212081916+db442b3e6~11~ubuntu20.04.1",1,"202212081916"
"js-reynaud/ppa-kicad","2022-12-08","2022-12-08 19:25:13.788973+00:00","Superseded","riscv64","focal","kicad-footprints","202212081916+db442b3e6~11~ubuntu20.04.1",1,"202212081916"
"js-reynaud/ppa-kicad","2022-12-08","2022-12-08 19:25:13.788973+00:00","Superseded","s390x","focal","kicad-footprints","202212081916+db442b3e6~11~ubuntu20.04.1",1,"202212081916"
"js-reynaud/ppa-kicad","2022-12-09","2022-12-09 15:47:09.550654+00:00","Published","amd64","focal","kicad-doc-de","202212091516+1917~30~ubuntu20.04.1",2,"202212091516"
"js-reynaud/ppa-kicad","2022-12-09","2022-12-09 15:47:09.550654+00:00","Published","amd64","focal","kicad-doc-en","202212091516+1917~30~ubuntu20.04.1",4,"202212091516"
"js-reynaud/ppa-kicad","2022-12-09","2022-12-09 15:47:09.550654+00:00","Published","amd64","focal","kicad-doc-it","202212091516+1917~30~ubuntu20.04.1",1,"202212091516"
"js-reynaud/ppa-kicad","2022-12-09","2022-12-09 15:47:09.550654+00:00","Published","arm64","focal","kicad-doc-de","202212091516+1917~30~ubuntu20.04.1",2,"202212091516"
"js-reynaud/ppa-kicad","2022-12-09","2022-12-09 15:47:09.550654+00:00","Published","arm64","focal","kicad-doc-en","202212091516+1917~30~ubuntu20.04.1",4,"202212091516"
"js-reynaud/ppa-kicad","2022-12-09","2022-12-09 15:47:09.550654+00:00","Published","arm64","focal","kicad-doc-it","202212091516+1917~30~ubuntu20.04.1",1,"202212091516"
"js-reynaud/ppa-kicad","2022-12-09","2022-12-09 15:47:09.550654+00:00","Published","armhf","focal","kicad-doc-de","202212091516+1917~30~ubuntu20.04.1",2,"202212091516"
"js-reynaud/ppa-kicad","2022-12-09","2022-12-09 15:47:09.550654+00:00","Published","armhf","focal","kicad-doc-en","202212091516+1917~30~ubuntu20.04.1",4,"202212091516"
